Image_Paths,Binary_Paths,Mask_Paths
/content/Master/train2017/000000548390.jpg,/content/Master/Binary_Masks/000000548390.png,/content/Master/panoptic_train2017/000000548390.png
/content/Master/train2017/000000385669.jpg,/content/Master/Binary_Masks/000000385669.png,/content/Master/panoptic_train2017/000000385669.png
/content/Master/train2017/000000117849.jpg,/content/Master/Binary_Masks/000000117849.png,/content/Master/panoptic_train2017/000000117849.png
/content/Master/train2017/000000041449.jpg,/content/Master/Binary_Masks/000000041449.png,/content/Master/panoptic_train2017/000000041449.png
/content/Master/train2017/000000228832.jpg,/content/Master/Binary_Masks/000000228832.png,/content/Master/panoptic_train2017/000000228832.png
/content/Master/train2017/000000506802.jpg,/content/Master/Binary_Masks/000000506802.png,/content/Master/panoptic_train2017/000000506802.png
/content/Master/train2017/000000499027.jpg,/content/Master/Binary_Masks/000000499027.png,/content/Master/panoptic_train2017/000000499027.png
/content/Master/train2017/000000292287.jpg,/content/Master/Binary_Masks/000000292287.png,/content/Master/panoptic_train2017/000000292287.png
/content/Master/train2017/000000365587.jpg,/content/Master/Binary_Masks/000000365587.png,/content/Master/panoptic_train2017/000000365587.png
/content/Master/train2017/000000020175.jpg,/content/Master/Binary_Masks/000000020175.png,/content/Master/panoptic_train2017/000000020175.png
/content/Master/train2017/000000581827.jpg,/content/Master/Binary_Masks/000000581827.png,/content/Master/panoptic_train2017/000000581827.png
/content/Master/train2017/000000087101.jpg,/content/Master/Binary_Masks/000000087101.png,/content/Master/panoptic_train2017/000000087101.png
/content/Master/train2017/000000439071.jpg,/content/Master/Binary_Masks/000000439071.png,/content/Master/panoptic_train2017/000000439071.png
/content/Master/train2017/000000237222.jpg,/content/Master/Binary_Masks/000000237222.png,/content/Master/panoptic_train2017/000000237222.png
/content/Master/train2017/000000563009.jpg,/content/Master/Binary_Masks/000000563009.png,/content/Master/panoptic_train2017/000000563009.png
/content/Master/train2017/000000007988.jpg,/content/Master/Binary_Masks/000000007988.png,/content/Master/panoptic_train2017/000000007988.png
/content/Master/train2017/000000441325.jpg,/content/Master/Binary_Masks/000000441325.png,/content/Master/panoptic_train2017/000000441325.png
/content/Master/train2017/000000563592.jpg,/content/Master/Binary_Masks/000000563592.png,/content/Master/panoptic_train2017/000000563592.png
/content/Master/train2017/000000103855.jpg,/content/Master/Binary_Masks/000000103855.png,/content/Master/panoptic_train2017/000000103855.png
/content/Master/train2017/000000248809.jpg,/content/Master/Binary_Masks/000000248809.png,/content/Master/panoptic_train2017/000000248809.png
/content/Master/train2017/000000431574.jpg,/content/Master/Binary_Masks/000000431574.png,/content/Master/panoptic_train2017/000000431574.png
/content/Master/train2017/000000214460.jpg,/content/Master/Binary_Masks/000000214460.png,/content/Master/panoptic_train2017/000000214460.png
/content/Master/train2017/000000468159.jpg,/content/Master/Binary_Masks/000000468159.png,/content/Master/panoptic_train2017/000000468159.png
/content/Master/train2017/000000437240.jpg,/content/Master/Binary_Masks/000000437240.png,/content/Master/panoptic_train2017/000000437240.png
/content/Master/train2017/000000081003.jpg,/content/Master/Binary_Masks/000000081003.png,/content/Master/panoptic_train2017/000000081003.png
/content/Master/train2017/000000548962.jpg,/content/Master/Binary_Masks/000000548962.png,/content/Master/panoptic_train2017/000000548962.png
/content/Master/train2017/000000436538.jpg,/content/Master/Binary_Masks/000000436538.png,/content/Master/panoptic_train2017/000000436538.png
/content/Master/train2017/000000552672.jpg,/content/Master/Binary_Masks/000000552672.png,/content/Master/panoptic_train2017/000000552672.png
/content/Master/train2017/000000443075.jpg,/content/Master/Binary_Masks/000000443075.png,/content/Master/panoptic_train2017/000000443075.png
/content/Master/train2017/000000024038.jpg,/content/Master/Binary_Masks/000000024038.png,/content/Master/panoptic_train2017/000000024038.png
/content/Master/train2017/000000416165.jpg,/content/Master/Binary_Masks/000000416165.png,/content/Master/panoptic_train2017/000000416165.png
/content/Master/train2017/000000177925.jpg,/content/Master/Binary_Masks/000000177925.png,/content/Master/panoptic_train2017/000000177925.png
/content/Master/train2017/000000039064.jpg,/content/Master/Binary_Masks/000000039064.png,/content/Master/panoptic_train2017/000000039064.png
/content/Master/train2017/000000371143.jpg,/content/Master/Binary_Masks/000000371143.png,/content/Master/panoptic_train2017/000000371143.png
/content/Master/train2017/000000106994.jpg,/content/Master/Binary_Masks/000000106994.png,/content/Master/panoptic_train2017/000000106994.png
/content/Master/train2017/000000243234.jpg,/content/Master/Binary_Masks/000000243234.png,/content/Master/panoptic_train2017/000000243234.png
/content/Master/train2017/000000008553.jpg,/content/Master/Binary_Masks/000000008553.png,/content/Master/panoptic_train2017/000000008553.png
/content/Master/train2017/000000485106.jpg,/content/Master/Binary_Masks/000000485106.png,/content/Master/panoptic_train2017/000000485106.png
/content/Master/train2017/000000429960.jpg,/content/Master/Binary_Masks/000000429960.png,/content/Master/panoptic_train2017/000000429960.png
/content/Master/train2017/000000494940.jpg,/content/Master/Binary_Masks/000000494940.png,/content/Master/panoptic_train2017/000000494940.png
/content/Master/train2017/000000022071.jpg,/content/Master/Binary_Masks/000000022071.png,/content/Master/panoptic_train2017/000000022071.png
/content/Master/train2017/000000098752.jpg,/content/Master/Binary_Masks/000000098752.png,/content/Master/panoptic_train2017/000000098752.png
/content/Master/train2017/000000562222.jpg,/content/Master/Binary_Masks/000000562222.png,/content/Master/panoptic_train2017/000000562222.png
/content/Master/train2017/000000352088.jpg,/content/Master/Binary_Masks/000000352088.png,/content/Master/panoptic_train2017/000000352088.png
/content/Master/train2017/000000225989.jpg,/content/Master/Binary_Masks/000000225989.png,/content/Master/panoptic_train2017/000000225989.png
/content/Master/train2017/000000579191.jpg,/content/Master/Binary_Masks/000000579191.png,/content/Master/panoptic_train2017/000000579191.png
/content/Master/train2017/000000424991.jpg,/content/Master/Binary_Masks/000000424991.png,/content/Master/panoptic_train2017/000000424991.png
/content/Master/train2017/000000193299.jpg,/content/Master/Binary_Masks/000000193299.png,/content/Master/panoptic_train2017/000000193299.png
/content/Master/train2017/000000017365.jpg,/content/Master/Binary_Masks/000000017365.png,/content/Master/panoptic_train2017/000000017365.png
/content/Master/train2017/000000542576.jpg,/content/Master/Binary_Masks/000000542576.png,/content/Master/panoptic_train2017/000000542576.png
/content/Master/train2017/000000426370.jpg,/content/Master/Binary_Masks/000000426370.png,/content/Master/panoptic_train2017/000000426370.png
/content/Master/train2017/000000104943.jpg,/content/Master/Binary_Masks/000000104943.png,/content/Master/panoptic_train2017/000000104943.png
/content/Master/train2017/000000251789.jpg,/content/Master/Binary_Masks/000000251789.png,/content/Master/panoptic_train2017/000000251789.png
/content/Master/train2017/000000143992.jpg,/content/Master/Binary_Masks/000000143992.png,/content/Master/panoptic_train2017/000000143992.png
/content/Master/train2017/000000172930.jpg,/content/Master/Binary_Masks/000000172930.png,/content/Master/panoptic_train2017/000000172930.png
/content/Master/train2017/000000131534.jpg,/content/Master/Binary_Masks/000000131534.png,/content/Master/panoptic_train2017/000000131534.png
/content/Master/train2017/000000049904.jpg,/content/Master/Binary_Masks/000000049904.png,/content/Master/panoptic_train2017/000000049904.png
/content/Master/train2017/000000565227.jpg,/content/Master/Binary_Masks/000000565227.png,/content/Master/panoptic_train2017/000000565227.png
/content/Master/train2017/000000458738.jpg,/content/Master/Binary_Masks/000000458738.png,/content/Master/panoptic_train2017/000000458738.png
/content/Master/train2017/000000016964.jpg,/content/Master/Binary_Masks/000000016964.png,/content/Master/panoptic_train2017/000000016964.png
/content/Master/train2017/000000095227.jpg,/content/Master/Binary_Masks/000000095227.png,/content/Master/panoptic_train2017/000000095227.png
/content/Master/train2017/000000326527.jpg,/content/Master/Binary_Masks/000000326527.png,/content/Master/panoptic_train2017/000000326527.png
/content/Master/train2017/000000019663.jpg,/content/Master/Binary_Masks/000000019663.png,/content/Master/panoptic_train2017/000000019663.png
/content/Master/train2017/000000297200.jpg,/content/Master/Binary_Masks/000000297200.png,/content/Master/panoptic_train2017/000000297200.png
/content/Master/train2017/000000095111.jpg,/content/Master/Binary_Masks/000000095111.png,/content/Master/panoptic_train2017/000000095111.png
/content/Master/train2017/000000510859.jpg,/content/Master/Binary_Masks/000000510859.png,/content/Master/panoptic_train2017/000000510859.png
/content/Master/train2017/000000294933.jpg,/content/Master/Binary_Masks/000000294933.png,/content/Master/panoptic_train2017/000000294933.png
/content/Master/train2017/000000490851.jpg,/content/Master/Binary_Masks/000000490851.png,/content/Master/panoptic_train2017/000000490851.png
/content/Master/train2017/000000314708.jpg,/content/Master/Binary_Masks/000000314708.png,/content/Master/panoptic_train2017/000000314708.png
/content/Master/train2017/000000088860.jpg,/content/Master/Binary_Masks/000000088860.png,/content/Master/panoptic_train2017/000000088860.png
/content/Master/train2017/000000201252.jpg,/content/Master/Binary_Masks/000000201252.png,/content/Master/panoptic_train2017/000000201252.png
/content/Master/train2017/000000051800.jpg,/content/Master/Binary_Masks/000000051800.png,/content/Master/panoptic_train2017/000000051800.png
/content/Master/train2017/000000396136.jpg,/content/Master/Binary_Masks/000000396136.png,/content/Master/panoptic_train2017/000000396136.png
/content/Master/train2017/000000359387.jpg,/content/Master/Binary_Masks/000000359387.png,/content/Master/panoptic_train2017/000000359387.png
/content/Master/train2017/000000520703.jpg,/content/Master/Binary_Masks/000000520703.png,/content/Master/panoptic_train2017/000000520703.png
/content/Master/train2017/000000552217.jpg,/content/Master/Binary_Masks/000000552217.png,/content/Master/panoptic_train2017/000000552217.png
/content/Master/train2017/000000241491.jpg,/content/Master/Binary_Masks/000000241491.png,/content/Master/panoptic_train2017/000000241491.png
/content/Master/train2017/000000555686.jpg,/content/Master/Binary_Masks/000000555686.png,/content/Master/panoptic_train2017/000000555686.png
/content/Master/train2017/000000381433.jpg,/content/Master/Binary_Masks/000000381433.png,/content/Master/panoptic_train2017/000000381433.png
/content/Master/train2017/000000538435.jpg,/content/Master/Binary_Masks/000000538435.png,/content/Master/panoptic_train2017/000000538435.png
/content/Master/train2017/000000180935.jpg,/content/Master/Binary_Masks/000000180935.png,/content/Master/panoptic_train2017/000000180935.png
/content/Master/train2017/000000126044.jpg,/content/Master/Binary_Masks/000000126044.png,/content/Master/panoptic_train2017/000000126044.png
/content/Master/train2017/000000463355.jpg,/content/Master/Binary_Masks/000000463355.png,/content/Master/panoptic_train2017/000000463355.png
/content/Master/train2017/000000106375.jpg,/content/Master/Binary_Masks/000000106375.png,/content/Master/panoptic_train2017/000000106375.png
/content/Master/train2017/000000512302.jpg,/content/Master/Binary_Masks/000000512302.png,/content/Master/panoptic_train2017/000000512302.png
/content/Master/train2017/000000224670.jpg,/content/Master/Binary_Masks/000000224670.png,/content/Master/panoptic_train2017/000000224670.png
/content/Master/train2017/000000522935.jpg,/content/Master/Binary_Masks/000000522935.png,/content/Master/panoptic_train2017/000000522935.png
/content/Master/train2017/000000214782.jpg,/content/Master/Binary_Masks/000000214782.png,/content/Master/panoptic_train2017/000000214782.png
/content/Master/train2017/000000469635.jpg,/content/Master/Binary_Masks/000000469635.png,/content/Master/panoptic_train2017/000000469635.png
/content/Master/train2017/000000152405.jpg,/content/Master/Binary_Masks/000000152405.png,/content/Master/panoptic_train2017/000000152405.png
/content/Master/train2017/000000358970.jpg,/content/Master/Binary_Masks/000000358970.png,/content/Master/panoptic_train2017/000000358970.png
/content/Master/train2017/000000573165.jpg,/content/Master/Binary_Masks/000000573165.png,/content/Master/panoptic_train2017/000000573165.png
/content/Master/train2017/000000416338.jpg,/content/Master/Binary_Masks/000000416338.png,/content/Master/panoptic_train2017/000000416338.png
/content/Master/train2017/000000153466.jpg,/content/Master/Binary_Masks/000000153466.png,/content/Master/panoptic_train2017/000000153466.png
/content/Master/train2017/000000511742.jpg,/content/Master/Binary_Masks/000000511742.png,/content/Master/panoptic_train2017/000000511742.png
/content/Master/train2017/000000204431.jpg,/content/Master/Binary_Masks/000000204431.png,/content/Master/panoptic_train2017/000000204431.png
/content/Master/train2017/000000175737.jpg,/content/Master/Binary_Masks/000000175737.png,/content/Master/panoptic_train2017/000000175737.png
/content/Master/train2017/000000447849.jpg,/content/Master/Binary_Masks/000000447849.png,/content/Master/panoptic_train2017/000000447849.png
/content/Master/train2017/000000137992.jpg,/content/Master/Binary_Masks/000000137992.png,/content/Master/panoptic_train2017/000000137992.png
/content/Master/train2017/000000083176.jpg,/content/Master/Binary_Masks/000000083176.png,/content/Master/panoptic_train2017/000000083176.png
/content/Master/train2017/000000230708.jpg,/content/Master/Binary_Masks/000000230708.png,/content/Master/panoptic_train2017/000000230708.png
/content/Master/train2017/000000396821.jpg,/content/Master/Binary_Masks/000000396821.png,/content/Master/panoptic_train2017/000000396821.png
/content/Master/train2017/000000357059.jpg,/content/Master/Binary_Masks/000000357059.png,/content/Master/panoptic_train2017/000000357059.png
/content/Master/train2017/000000395363.jpg,/content/Master/Binary_Masks/000000395363.png,/content/Master/panoptic_train2017/000000395363.png
/content/Master/train2017/000000223461.jpg,/content/Master/Binary_Masks/000000223461.png,/content/Master/panoptic_train2017/000000223461.png
/content/Master/train2017/000000078737.jpg,/content/Master/Binary_Masks/000000078737.png,/content/Master/panoptic_train2017/000000078737.png
/content/Master/train2017/000000534848.jpg,/content/Master/Binary_Masks/000000534848.png,/content/Master/panoptic_train2017/000000534848.png
/content/Master/train2017/000000361659.jpg,/content/Master/Binary_Masks/000000361659.png,/content/Master/panoptic_train2017/000000361659.png
/content/Master/train2017/000000063421.jpg,/content/Master/Binary_Masks/000000063421.png,/content/Master/panoptic_train2017/000000063421.png
/content/Master/train2017/000000197368.jpg,/content/Master/Binary_Masks/000000197368.png,/content/Master/panoptic_train2017/000000197368.png
/content/Master/train2017/000000136331.jpg,/content/Master/Binary_Masks/000000136331.png,/content/Master/panoptic_train2017/000000136331.png
/content/Master/train2017/000000236671.jpg,/content/Master/Binary_Masks/000000236671.png,/content/Master/panoptic_train2017/000000236671.png
/content/Master/train2017/000000248942.jpg,/content/Master/Binary_Masks/000000248942.png,/content/Master/panoptic_train2017/000000248942.png
/content/Master/train2017/000000201207.jpg,/content/Master/Binary_Masks/000000201207.png,/content/Master/panoptic_train2017/000000201207.png
/content/Master/train2017/000000563257.jpg,/content/Master/Binary_Masks/000000563257.png,/content/Master/panoptic_train2017/000000563257.png
/content/Master/train2017/000000018780.jpg,/content/Master/Binary_Masks/000000018780.png,/content/Master/panoptic_train2017/000000018780.png
/content/Master/train2017/000000247706.jpg,/content/Master/Binary_Masks/000000247706.png,/content/Master/panoptic_train2017/000000247706.png
/content/Master/train2017/000000469853.jpg,/content/Master/Binary_Masks/000000469853.png,/content/Master/panoptic_train2017/000000469853.png
/content/Master/train2017/000000425269.jpg,/content/Master/Binary_Masks/000000425269.png,/content/Master/panoptic_train2017/000000425269.png
/content/Master/train2017/000000016773.jpg,/content/Master/Binary_Masks/000000016773.png,/content/Master/panoptic_train2017/000000016773.png
/content/Master/train2017/000000202799.jpg,/content/Master/Binary_Masks/000000202799.png,/content/Master/panoptic_train2017/000000202799.png
/content/Master/train2017/000000455875.jpg,/content/Master/Binary_Masks/000000455875.png,/content/Master/panoptic_train2017/000000455875.png
/content/Master/train2017/000000268129.jpg,/content/Master/Binary_Masks/000000268129.png,/content/Master/panoptic_train2017/000000268129.png
/content/Master/train2017/000000409628.jpg,/content/Master/Binary_Masks/000000409628.png,/content/Master/panoptic_train2017/000000409628.png
/content/Master/train2017/000000072238.jpg,/content/Master/Binary_Masks/000000072238.png,/content/Master/panoptic_train2017/000000072238.png
/content/Master/train2017/000000320117.jpg,/content/Master/Binary_Masks/000000320117.png,/content/Master/panoptic_train2017/000000320117.png
/content/Master/train2017/000000208088.jpg,/content/Master/Binary_Masks/000000208088.png,/content/Master/panoptic_train2017/000000208088.png
/content/Master/train2017/000000009801.jpg,/content/Master/Binary_Masks/000000009801.png,/content/Master/panoptic_train2017/000000009801.png
/content/Master/train2017/000000315094.jpg,/content/Master/Binary_Masks/000000315094.png,/content/Master/panoptic_train2017/000000315094.png
/content/Master/train2017/000000293853.jpg,/content/Master/Binary_Masks/000000293853.png,/content/Master/panoptic_train2017/000000293853.png
/content/Master/train2017/000000303543.jpg,/content/Master/Binary_Masks/000000303543.png,/content/Master/panoptic_train2017/000000303543.png
/content/Master/train2017/000000064635.jpg,/content/Master/Binary_Masks/000000064635.png,/content/Master/panoptic_train2017/000000064635.png
/content/Master/train2017/000000058987.jpg,/content/Master/Binary_Masks/000000058987.png,/content/Master/panoptic_train2017/000000058987.png
/content/Master/train2017/000000191847.jpg,/content/Master/Binary_Masks/000000191847.png,/content/Master/panoptic_train2017/000000191847.png
/content/Master/train2017/000000379294.jpg,/content/Master/Binary_Masks/000000379294.png,/content/Master/panoptic_train2017/000000379294.png
/content/Master/train2017/000000392027.jpg,/content/Master/Binary_Masks/000000392027.png,/content/Master/panoptic_train2017/000000392027.png
/content/Master/train2017/000000069458.jpg,/content/Master/Binary_Masks/000000069458.png,/content/Master/panoptic_train2017/000000069458.png
/content/Master/train2017/000000454923.jpg,/content/Master/Binary_Masks/000000454923.png,/content/Master/panoptic_train2017/000000454923.png
/content/Master/train2017/000000466544.jpg,/content/Master/Binary_Masks/000000466544.png,/content/Master/panoptic_train2017/000000466544.png
/content/Master/train2017/000000259056.jpg,/content/Master/Binary_Masks/000000259056.png,/content/Master/panoptic_train2017/000000259056.png
/content/Master/train2017/000000446234.jpg,/content/Master/Binary_Masks/000000446234.png,/content/Master/panoptic_train2017/000000446234.png
/content/Master/train2017/000000509292.jpg,/content/Master/Binary_Masks/000000509292.png,/content/Master/panoptic_train2017/000000509292.png
/content/Master/train2017/000000170706.jpg,/content/Master/Binary_Masks/000000170706.png,/content/Master/panoptic_train2017/000000170706.png
/content/Master/train2017/000000541859.jpg,/content/Master/Binary_Masks/000000541859.png,/content/Master/panoptic_train2017/000000541859.png
